quantity,Ca,outcome,Re,We,Oh,fluid,rn,ut,u
0.136196545576663,0.165534833626612,o,2150.6661850999,356.010169136893,0.0087732033332272,so2cSt,0.241780486714831,0.033,1.77902378667681
0.13627699742798,0.165339442577195,o,2072.43068911329,342.654534917864,0.00893198997897993,so2cSt,0.233260489735823,0.033,1.77692389436411
0.136302146030974,0.165278435872197,o,2147.53007469699,354.94041173442,0.00877280487414447,so2cSt,0.241802450458515,0.033,1.776268247592
0.136358837223979,0.165141035405246,o,2143.21075109011,353.932042526674,0.00877798960111564,so2cSt,0.241516893172609,0.033,1.7747915874012
0.136814931391777,0.164041823250233,o,2134.08629509727,350.079406821092,0.00876740977769185,so2cSt,0.242100132204374,0.033,1.76297821539043
0.137379486414815,0.162696348055535,o,2115.73706925439,344.222694613411,0.00876916122222596,so2cSt,0.242003433649575,0.033,1.74851822335547
0.137802078511041,0.16170000941307,o,2093.082463991,338.451454129677,0.00878945309800291,so2cSt,0.24088731527878,0.033,1.73781044599104
0.137860574413694,0.161562816001379,o,2098.226059126,338.995310719872,0.00877494835012329,so2cSt,0.241684333651297,0.033,1.7363360110493
0.13870281933039,0.0331915014372928,v,7464.53603070974,247.759158392026,0.00210868660786981,water,1.347342773,0.049711068,2.583940542
0.139270119563681,0.158309028862339,v,2049.93967518841,324.523959205457,0.00878784325264146,so2cSt,0.240975579676707,0.033,1.70136714926767
0.139315526193692,0.158205851445268,v,2054.65097906966,325.057807566568,0.00877490132539282,so2cSt,0.241686924032813,0.033,1.70025828852098
0.139389222765265,0.158038605420882,v,2052.40644882227,324.359452928695,0.00877505624975156,so2cSt,0.241678390102061,0.033,1.69846087435085
0.139433974541982,0.157937175716484,v,2048.53625028356,323.540029722621,0.00878052243761991,so2cSt,0.241377576957942,0.033,1.69737079649324
0.139539057955766,0.15769938812361,v,2052.21613829661,323.633229306774,0.00876604013807275,so2cSt,0.242175791414707,0.033,1.69481526316754
0.141631396986414,0.225209625979532,o,1102.27920843881,248.24388825752,0.0142937988710003,gw53mass,1.333006379,0.047538861,2.369898218
0.144044370852221,0.225257461323099,o,1102.7680688469,248.40673561663,0.0142921478880811,gw53mass,1.333314366,0.049182943,2.370401593
0.146665724945927,0.214886112638889,o,1054.49988747499,226.597381597646,0.01427515740997,gw53mass,1.336490111,0.048641657,2.261263093
0.146727137425507,0.297942011917404,o,949.558905237797,282.913490660637,0.0177135218560216,gw57mass,1.313726507,0.054361614,2.525058551
0.148477603767021,0.221841516703216,o,1084.73184093597,240.638556809508,0.0143007962350267,gw53mass,1.331702221,0.051464466,2.334455345
0.148534055477444,0.130013489786629,v,3083.31538055947,400.872592739324,0.00649359551751451,gw32vol,1.393987382,0.067216294,3.046649444
0.152862264573719,0.2106563796,o,1770.22529300074,372.909251299884,0.0109087009740935,gw49mass,1.582593953,0.062897086,2.691720406
0.153669966153028,0.105955789416785,v,2004.1767996482,212.354134937531,0.00727100311232142,gw32vol,1.111835785,0.058632276,2.482897332
0.155197215384165,0.129074991379801,v,3046.72607799086,393.256142253285,0.0065088512637539,gw32vol,1.387460456,0.072852427,3.024657298
0.155386924241087,0.10700044284495,v,2031.38448082478,217.359039036611,0.00725766172977902,gw32vol,1.115927202,0.06054086,2.507377044
0.155962969165968,0.105786942162162,v,2003.01755432147,211.8931021688,0.00726730946401187,gw32vol,1.112966265,0.060298863,2.478940678
0.157034509790095,0.130049239672831,v,3078.96234163526,400.416711510944,0.00649907756432668,gw32vol,1.391636685,0.075150538,3.047487183
0.158677219651776,0.0260007025031768,v,5778.49795671117,150.245006287662,0.00212121680486671,water,1.331472064,0.050964746,2.024140711
0.160701729192955,0.115609515874822,v,2746.37917988353,317.507567395026,0.00648808516925943,gw32vol,1.396356222,0.069963053,2.709116322
0.161993165601023,0.114123619544808,v,2696.46808391019,307.730697722884,0.00650564148744064,gw32vol,1.388829894,0.070178324,2.674296818
0.165218934283811,0.115860284295875,v,2753.43917644926,319.014245774811,0.00648678570891977,gw32vol,1.396915726,0.074111959,2.714992662
0.165312030281997,0.0287305001991713,v,6396.51263368218,183.775007496007,0.00211933671862797,water,1.333835438,0.061123431,2.236653994
0.166430799642064,0.0340247594718232,v,7685.36196187349,261.492592206645,0.00210409511760605,water,1.353229447,0.073369926,2.648809232
0.169990789849356,0.299769214867257,o,955.038085904041,286.291017179782,0.0177167138051004,gw57mass,1.313253172,0.073413769,2.540544096
0.171437555011035,0.105971805277383,v,2510.67165126494,266.060407343292,0.00649681061355933,gw32vol,1.39260803,0.072985457,2.483272637
0.173932447868606,0.0284720281765193,v,6328.58082529335,180.187531575132,0.00212107505700693,water,1.33165003,0.067055629,2.216532086
0.175864478356521,0.0314401390918508,v,6969.45262579442,219.120559949041,0.00212394317954274,water,1.328056001,0.075700079,2.447597925
0.176701778606862,0.0263203478834254,v,5879.9204545987,154.761551891907,0.00211572923507292,water,1.338387903,0.063977768,2.049024932
0.177677433464453,0.0738666083887324,v,5737.41045704623,423.803051396052,0.00358811306002106,gw21vol,1.866383781,0.087139979,2.760278524
0.178307919025593,0.121001428890469,v,2279.24777803384,275.792237937522,0.00728617301086092,gw32vol,1.107210894,0.090150021,2.835466817
0.178556740247182,0.025972952536326,v,5776.85773693052,150.042051810404,0.00212038549491627,water,1.332516292,0.064465809,2.021980391
0.178914943793038,0.0732516956193103,v,3796.5558260363,278.104151770531,0.00439252200579616,so1cSt,1.215298671,0.05,1.561984686
0.181043634927458,0.105115632930299,v,2479.37776795439,260.621363351837,0.00651121901101469,gw32vol,1.386451564,0.080736125,2.463209665
0.181571984692492,0.133284875803698,v,2509.32072254483,334.454500856035,0.00728806687844232,gw32vol,1.106635532,0.102970453,3.123308923
0.183014224812551,0.0261753932150552,v,5839.76796280463,152.858222711093,0.00211713626638884,water,1.336609531,0.068252494,2.037740289
0.183231079831882,0.13313610170697,v,2507.02790697932,333.775922405811,0.00728732827937349,gw32vol,1.106859867,0.104743767,3.11982265
0.18535862106064,0.0737388915929577,v,5738.54059388621,423.153622754363,0.0035846567298058,gw21vol,1.869984655,0.094673173,2.755505949
0.195140838056388,0.0290617442722376,v,6499.18195798289,188.877564041639,0.00211461588543975,water,1.339797602,0.086153639,2.262441167
0.195306391933169,0.0279132958914365,v,6155.64704901599,171.824397482431,0.00212945616462146,water,1.321188449,0.082889525,2.173035078
0.195388292771469,0.227142815972222,o,1112.30525908847,252.652148770068,0.0142901736909742,gw53mass,1.333682788,0.091251251,2.390241325
0.196584733624165,0.226203281739766,o,1106.8890328801,250.381931759235,0.0142954360953561,gw53mass,1.332701064,0.091990128,2.380354534
0.198654865538041,0.227500281951754,o,1113.13851471408,253.239325948809,0.0142960600847817,gw53mass,1.332584728,0.094476348,2.394002967
0.199336245047005,0.0282445396048343,v,6253.7185328546,176.633400778698,0.0021251915707432,water,1.326496192,0.087370066,2.198822223
0.202864549066166,0.13268177769559,v,2493.78448662072,330.879758874522,0.00729417504644204,gw32vol,1.104782907,0.127955121,3.109176324
0.203518649440849,0.105730939032717,v,2004.74017394084,211.963061107377,0.00726226342234711,gw32vol,1.114513448,0.102622971,2.477628338
0.204515735582784,0.0260956611294199,v,5813.01122575684,151.694371088864,0.00211876881045153,water,1.334550568,0.084972301,2.031533189
0.205496924382032,0.103705039374111,v,1953.01165925735,202.537151021381,0.00728697890627913,gw32vol,1.106966006,0.102622971,2.430154756
0.20550761658673,0.106325474978663,v,2013.95582665944,214.13480985561,0.00726597158944424,gw32vol,1.113376161,0.105227014,2.491560297
0.206353897437378,0.0279172416990331,v,6154.79794384052,171.824981806908,0.00212975356199998,water,1.320819495,0.09254511,2.173342257
0.206859424188129,0.132243438349929,v,2483.96151695359,328.487611730848,0.00729650080324697,gw32vol,1.104078721,0.132604672,3.098904572
0.215775704017658,0.0258536773901934,v,5745.46397120017,148.541371968388,0.00212128299163587,water,1.331388978,0.093709372,2.012694885
0.215833982501156,0.132657582119488,v,2492.43474862323,330.640367342951,0.00729548451501984,gw32vol,1.104386347,0.144812415,3.108609341
0.216230514439665,0.105938975206259,v,2006.22854199436,212.53779576843,0.00726670753529577,gw32vol,1.113150655,0.11607102,2.482503319
0.218292785762141,0.0260216018382597,v,5799.46319519891,150.911322141107,0.00211823000390761,water,1.335229584,0.096531357,2.025767713
0.218545949579643,0.133627830170697,v,2514.26615799255,335.97593116416,0.00729025691193257,gw32vol,1.105970753,0.149560363,3.131345487
0.221802525777131,0.103042901692745,v,1934.3016815114,199.316058012091,0.00729872390091416,gw32vol,1.103406247,0.118791434,2.414638663
0.222098769248123,0.0785129817464789,v,4495.85612338548,352.983069750159,0.0041789245816363,gw21vol,1.375954659,0.144723322,2.93390616
0.224925591887101,0.0358703358911602,v,7911.75420958797,283.797280986221,0.00212927290790584,water,1.321415876,0.141276135,2.792486364
0.225194079032214,0.0259607873656077,v,5778.57087610943,150.016249791771,0.00211957460651025,water,1.333536052,0.102491397,2.021033339
0.225705527618015,0.0346743232255525,v,7852.13009898623,272.267297061338,0.00210140738080475,water,1.356693269,0.137514344,2.699377421
0.23014625163097,0.133980748335704,v,3192.73609298517,427.765170976566,0.00647798127996976,gw32vol,1.400715491,0.166296949,3.139615536
0.231655711096051,0.117772946201991,v,2210.37423886938,260.322286320632,0.00729944540268507,gw32vol,1.103188129,0.148103606,2.759812706
0.233276546380454,0.0732516956193103,v,3796.5558260363,278.104151770531,0.00439252200579616,so1cSt,1.215298671,0.085,1.561984686
0.233276546380454,0.0732516956193103,v,3796.5558260363,278.104151770531,0.00439252200579616,so1cSt,1.215298671,0.085,1.561984686
0.23349494855639,0.0335406072650552,v,7307.32572026213,245.092142141149,0.00214242796035878,water,1.305238038,0.142357882,2.611118243
0.23409682740415,0.133067543641536,v,3167.44589338036,421.484244649597,0.00648158868328495,gw32vol,1.399156756,0.170882373,3.118216106
0.235830259153128,0.13233165802276,o,2473.81325401611,327.36380954263,0.00731388994343786,gw32vol,1.098834957,0.172463375,3.100971853
0.236095557465019,0.132785576116643,o,2490.62187980249,330.71866119829,0.00730165908078551,gw32vol,1.102519313,0.173444528,3.111608667
0.236832371654268,0.0335789952116022,v,7344.8639941937,246.6331528909,0.00213816870672384,water,1.310443312,0.146624128,2.614106724
0.237258850568202,0.0337243502552486,v,7373.29394610992,248.659547573515,0.00213865642892004,water,1.309845685,0.147789661,2.625422536
0.240405459047041,0.116747559516358,v,2779.30054869869,324.476556223048,0.00648121082738132,gw32vol,1.399319903,0.158114075,2.735784478
0.241792140165013,0.105871062119488,o,2010.49833198829,212.853593797059,0.00725666001862892,gw32vol,1.116235309,0.145042641,2.480911889
0.247525718986974,0.121266797837838,o,2282.86631105553,276.835887433582,0.00728837509310856,gw32vol,1.106541938,0.174107164,2.841685296
0.251261366735623,0.29903969439528,o,950.176409463192,284.140463107478,0.0177403546744516,gw57mass,1.309755411,0.16,2.53436141
0.25205876043946,0.29715064920354,o,940.345252173941,279.424202158953,0.0177764351830355,gw57mass,1.304444033,0.16,2.518351752
0.256521636612305,0.1048095043101,o,1981.73897936272,207.705080099009,0.00727238910731448,gw32vol,1.111412031,0.1616154,2.456036051
0.258651859802066,0.310356314572271,o,990.319902892376,307.352035309248,0.0177028234984096,gw57mass,1.315314837,0.175967111,2.630269766
0.25876444138868,0.122925487980085,o,2330.85722811763,286.521762178269,0.00726211520551836,gw32vol,1.114558942,0.192879115,2.880553935
0.259272385602822,0.0732516956193103,v,3796.5558260363,278.104151770531,0.00439252200579616,so1cSt,1.215298671,0.105,1.561984686
0.259272385602822,0.0732516956193103,v,3796.5558260363,278.104151770531,0.00439252200579616,so1cSt,1.215298671,0.105,1.561984686
0.259282646313649,0.298374918466077,o,947.227448033839,282.628912575927,0.017748187966174,gw57mass,1.308599526,0.17,2.528727434
0.260840572533709,0.104229256770982,o,1965.79888020422,204.893756244914,0.00728157419038059,gw32vol,1.108609897,0.166178181,2.442438917
0.260932329870188,0.103778245220484,o,1957.30328785613,203.125500577993,0.0072815544037515,gw32vol,1.108615922,0.165575539,2.431870213
0.261282982412287,0.310141990088496,o,989.603212279244,306.917509654253,0.0177031168715435,gw57mass,1.315271243,0.179441349,2.628453366
0.261344987556328,0.107958349075391,v,2575.28505387009,278.023522814345,0.00647463757958766,gw32vol,1.402162609,0.17279002,2.52982398
0.264332931071783,0.223931518625731,o,1096.26575690172,245.488455760389,0.0142922198577592,gw53mass,1.333300938,0.164649537,2.356448596
0.265131027073539,0.233144547733918,o,1141.44162818967,266.120892168947,0.014291762095974,gw53mass,1.33338635,0.172460292,2.45339801
0.265373747095346,0.0732516956193103,o,3796.5558260363,278.104151770531,0.00439252200579616,so1cSt,1.215298671,0.11,1.561984686
0.265373747095346,0.0732516956193103,v,3796.5558260363,278.104151770531,0.00439252200579616,so1cSt,1.215298671,0.11,1.561984686
0.267558334125578,0.116455077140825,o,2771.90572904479,322.802495503006,0.00648171581199222,gw32vol,1.399101872,0.195357219,2.728930641
0.267660361954646,0.223665260380117,o,1084.7834582937,242.628374655304,0.0143591172041891,gw53mass,1.32090651,0.168620123,2.35364674
0.268633371253582,0.116902886330014,v,2773.69403111516,324.252838033695,0.00649207219940888,gw32vol,1.394641637,0.197687509,2.739424303
0.270306229304909,0.115961857766714,o,2755.13304202585,319.490345947776,0.00648763330373134,gw32vol,1.396550742,0.198546092,2.717372867
0.271177864827178,0.115594806998578,v,2744.00216227811,317.192400352217,0.00649048181528084,gw32vol,1.395325188,0.199196117,2.708771644
0.271357089411044,0.104491126899004,v,2460.99288341154,257.151919678102,0.00651605179134402,gw32vol,1.384395739,0.180300042,2.448575407
0.273193881677294,0.0314325315505525,v,6962.56652141643,218.851091857242,0.00212473612223703,water,1.327064936,0.182632017,2.447005682
0.275450472299762,0.0267654601160221,v,5993.95799873005,160.431043752121,0.00211315089021437,water,1.341655943,0.158094723,2.08367668
0.279162910424373,0.0358835805169889,v,7927.08059909596,284.452034942321,0.00212760620665741,water,1.323487,0.217704208,2.793517451
0.279505580687233,0.0359640990435083,v,7933.07963088308,285.306061565117,0.00212918641069138,water,1.321523242,0.218728699,2.799785775
0.280170917799479,0.0353772866801105,v,7810.65348414645,276.319727467653,0.00212823006940112,water,1.322711188,0.216185342,2.754102748
0.281284301975305,0.106738821337127,v,2534.11806736916,270.488775640101,0.00649004605627787,gw32vol,1.395512566,0.197900761,2.50124638
0.28145596780236,0.0259443040276243,v,5758.22156492051,149.39305093872,0.00212264235893571,water,1.329684247,0.159999478,2.01975012
0.281697869505272,0.0259444197252762,v,5785.41135724873,150.099140535841,0.00211765329797086,water,1.335956936,0.160275339,2.019759127
0.284231833717347,0.116544548065434,o,2776.29507469602,323.562054776738,0.00647907742416174,gw32vol,1.400241579,0.220633506,2.731027243
0.284561798158143,0.0285102366484807,v,6268.55445230193,178.717970879015,0.00213263587067336,water,1.317251669,0.179725472,2.219506595
0.285145580362048,0.116220240682788,o,2762.2800566152,321.032853013084,0.00648644935150279,gw32vol,1.397060605,0.22143646,2.72342764
0.28601945985391,0.136792094978663,o,3290.1340079202,450.064323703948,0.00644798037240839,gw32vol,1.413780201,0.262232331,3.205494759
0.286549732054153,0.107273441778094,v,2553.80909498005,273.955891262709,0.0064811473116849,gw32vol,1.39934733,0.206407892,2.513774319
0.286964874230301,0.136854941820768,o,3282.04556008015,449.16415417788,0.00645740371844314,gw32vol,1.409656928,0.264090048,3.20696747
0.287072747220263,0.0784913218802817,v,4499.4992244538,353.171641926681,0.00417665622871509,gw21vol,1.377449634,0.24171874,2.933096765
0.28890811396067,0.113905506102418,o,2692.07697153796,306.642389909697,0.00650472023518648,gw32vol,1.389223317,0.22279132,2.669185693
0.296516719499142,0.128179800661966,o,3028.31696922267,388.169065456212,0.00650592617467219,gw32vol,1.38870835143207,0.264090048,3.00367999551208
0.302804434456775,0.118275110995733,o,2826.53235311965,334.308427798256,0.00646874008864864,gw32vol,1.404720452,0.254127636,2.771580101
0.304681170448964,0.0732516956193103,o,3796.5558260363,278.104151770531,0.00439252200579616,so1cSt,1.215298671,0.145,1.561984686
0.304681170448964,0.0732516956193103,o,3796.5558260363,278.104151770531,0.00439252200579616,so1cSt,1.215298671,0.145,1.561984686
0.304681170448964,0.0732516956193103,o,3796.5558260363,278.104151770531,0.00439252200579616,so1cSt,1.215298671,0.145,1.561984686
0.304681170448964,0.0732516956193103,o,3796.5558260363,278.104151770531,0.00439252200579616,so1cSt,1.215298671,0.145,1.561984686
0.304681170448964,0.0732516956193103,o,3796.5558260363,278.104151770531,0.00439252200579616,so1cSt,1.215298671,0.145,1.561984686
0.311852473011452,0.115036231877667,o,2729.42054556533,313.982254771322,0.00649205358177236,gw32vol,1.394649636,0.262160407,2.695682367
0.316217734238328,0.111561515206259,o,2648.15723052144,295.432433141383,0.00649060706996636,gw32vol,1.395271335,0.261409231,2.614258173
0.318015408450629,0.0790227721380282,v,4525.1896706775,357.593032227307,0.0041788591835801,gw21vol,1.375997726,0.298643684,2.952956222
0.319243097691295,0.0353615194935083,v,7898.5122126446,279.303393577145,0.00211588866613123,water,1.338186217,0.280562465,2.752875281
0.320937135397944,0.106175853627312,o,2514.15503572986,266.942557070022,0.00649855581160002,gw32vol,1.391860156,0.256271184,2.48805417
0.324354858469035,0.21508596446087,o,2000.6771913701,430.317583280702,0.0103685380341688,gw49mass,1.751783882,0.289140027,2.748320657
0.326367655786072,0.121633940739687,o,2299.00846455127,279.637459337268,0.00727372878584349,gw32vol,1.111002668,0.303600912,2.850288678
0.327602558733426,0.223541598450292,o,1085.80548996925,242.72269483383,0.014348389564874,gw53mass,1.322882412,0.252461796,2.352345436
0.328551990906313,0.0720618826042254,v,4114.88037780922,296.526026716118,0.00418479506282714,gw21vol,1.372096955,0.29068228,2.692838771
0.329620116888949,0.11944379769559,o,2249.93604970529,268.740906349014,0.00728612662426614,gw32vol,1.107224992,0.304106072,2.798966326
0.329642041354609,0.222639396454678,o,1087.93519566753,242.217235345221,0.0143053831609662,gw53mass,1.330848355,0.254583323,2.342851495
0.329829022957254,0.223011720350877,o,1084.62676115995,241.88447994488,0.0143391591878743,gw53mass,1.324586087,0.255298445,2.346769488
0.33054476067448,0.0732249832323944,v,5674.47020328683,415.5129854884,0.0035922535324614,gw21vol,1.86208383,0.298967916,2.736302005
0.331567646426289,0.0715963944056338,v,4094.38888926783,293.143481766064,0.00418168226463914,gw21vol,1.374140463,0.294130589,2.675444212
0.333800579477955,0.0717256370084507,v,5096.27183427818,365.533343681828,0.00375155151512323,gw21vol,1.707305978,0.298643684,2.680273804
0.335983436999909,0.0715010851338028,v,5086.16239820662,363.666130638518,0.00374939507889975,gw21vol,1.709270431,0.301615126,2.671882655
0.337651108848566,0.0810123484140845,v,4626.41140149387,374.796452364715,0.00418459552344924,gw21vol,1.372227813,0.345137644,3.027303546
0.338119482030911,0.0728568142915493,o,4162.34232627593,303.255001883341,0.00418375448671133,gw21vol,1.372779571,0.311254268,2.722544113
0.338700237898689,0.0741304066901409,v,3476.65615266331,257.725934518711,0.00461761075776369,gw21vol,1.12693417,0.317784078,2.77013625
0.33976547285128,0.0716621502478873,v,4098.32392262973,293.694704708003,0.0041815931632427,gw21vol,1.374199024,0.309138482,2.677901404
0.341269125156097,0.026665484139779,v,5958.95719213213,158.898478496421,0.00211538589290459,water,1.338822398,0.241768151,2.075893604
0.343040566512519,0.0780918957985916,v,4463.8492035576,348.590446864846,0.00418261822584069,gw21vol,1.373525538,0.343401095,2.918170843
0.343325536971049,0.0773771040239437,o,4421.25260597792,342.103722808885,0.00418344025737871,gw21vol,1.372985805,0.340823424,2.891460203
0.344235725107919,0.0778453289450704,o,4452.5652038202,346.611402940758,0.00418129813816026,gw21vol,1.374392953,0.344706272,2.908957029
0.345063858773736,0.0317704608849447,v,7070.74254415237,224.640749426508,0.0021197236504422,water,1.333348529,0.294495106,2.473313299
0.345424080489813,0.0719433286788733,v,5106.64173367399,367.388804690959,0.00375342350098158,gw21vol,1.705603396,0.320774987,2.688408598
0.346345483465434,0.0257222561614641,v,5690.20443026966,146.364895966494,0.00212613381498901,water,1.325320719,0.240205935,2.002463813
0.346658902345431,0.0721970562042254,v,5125.94746488409,370.078317222143,0.00375294905868558,gw21vol,1.706034663,0.324211901,2.697889995
0.347230328996497,0.0717029335070423,o,5090.47990502208,365.002342148733,0.00375309103026416,gw21vol,1.705905594,0.323055378,2.67942541
0.347339151472202,0.0713200015661972,v,5056.1121284986,360.601924923389,0.0037557556019341,gw21vol,1.703485897,0.321531532,2.665115848
0.348177216304394,0.117495589246088,o,2789.9928427897,327.811853055945,0.00648947012155249,gw32vol,1.395760278,0.333776942,2.753313308
0.348484014347155,0.0312480282853591,v,6914.27700188765,216.057523327793,0.00212587596733026,water,1.325642235,0.295422765,2.432642202
0.348637088722481,0.117759566500711,o,2797.69544131349,329.455402370093,0.00648780639619115,gw32vol,1.396476224,0.335411108,2.759499175
0.348887203483406,0.0727473840859155,v,5639.51493610758,410.259959115275,0.00359159877691498,gw21vol,1.862762815,0.330896528,2.718454879
0.348901918509809,0.0729182339323944,v,5656.25733788907,412.444295746018,0.00359048809277372,gw21vol,1.86391545,0.331701629,2.724839268
0.349331196992725,0.0700135436098591,v,3241.54521304804,226.952067137069,0.00464745280145152,gw21vol,1.112508183,0.319272528,2.616295577
0.349945905284734,0.031353162241989,v,6948.63873779514,217.861797707061,0.00212417751951617,water,1.327762994,0.298908868,2.440826824
0.350792999524604,0.0284565906646409,v,6328.83279428891,180.097004212035,0.00212045774439119,water,1.332425489,0.272609082,2.215330284
0.352367481861414,0.0729105981535211,v,5641.91144756915,411.355138371465,0.00359486178964693,gw21vol,1.859382735,0.33828836,2.724553931
0.352983475532362,0.0776671973887324,o,4431.98339796891,344.219729393636,0.00418619789084859,gw21vol,1.371177508,0.361618909,2.902300534
0.353054426683101,0.115256539544808,o,2734.39765618681,315.157211591526,0.00649235040540489,gw32vol,1.394522115,0.336653372,2.70084491
0.355713567669835,0.0770925153070423,o,4413.75015957843,340.267101738761,0.00417928737208789,gw21vol,1.375715785,0.364517031,2.880825572
0.356162180777605,0.0300578388327348,v,6635.6111483133,199.452130452699,0.00212832728001943,water,1.322590362,0.296830807,2.339986593
